iter	Logloss
703	0.04730637868
704	0.04726273219
705	0.04720782598
706	0.04718511899
707	0.04714385986
708	0.04706286112
709	0.04696840604
710	0.04688521067
711	0.04684381485
712	0.04679187775
713	0.04674740791
714	0.04669239998
715	0.04664412816
716	0.04655701955
717	0.04644829432
718	0.04637836456
719	0.0463063399
720	0.04617769241
721	0.04612519582
722	0.04607122421
723	0.04596357981
724	0.04591597875
725	0.04581481934
726	0.04575678825
727	0.04563413302
728	0.04555377324
729	0.04546394348
730	0.04537481308
731	0.04530439695
732	0.04522683462
733	0.04515698751
734	0.04512034734
735	0.04510435104
736	0.04503054937
737	0.04496348699
738	0.04488663038
739	0.04482564926
740	0.04476084709
741	0.04470543226
742	0.04463781993
743	0.04459988912
744	0.04448370616
745	0.04442533811
746	0.04433905284
747	0.04428924878
748	0.04421094259
749	0.0441260465
750	0.04407912572
751	0.04405098915
752	0.04396835963
753	0.04391012828
754	0.04384493828
755	0.04377141953
756	0.04367440859
757	0.04362264315
758	0.04357158661
759	0.04347736994
760	0.04340314865
761	0.04336515427
762	0.04329872767
763	0.04325292587
764	0.04321198463
765	0.04316129684
766	0.04310472488
767	0.04303569476
768	0.04295359929
769	0.04290639242
770	0.0428506883
771	0.04275327682
772	0.04270481428
773	0.04266374906
774	0.0426121966
775	0.04256215731
776	0.04248108546
777	0.04239273071
778	0.04234840711
779	0.04228109678
780	0.04222757657
781	0.04217770576
782	0.04207906087
783	0.04201203346
784	0.04188117981
785	0.04184327761
786	0.04179785411
787	0.04170615196
788	0.04166710854
789	0.04163211187
790	0.04155825615
791	0.04148842494
792	0.04143742879
793	0.04143106461
794	0.04136041323
795	0.04130729675
796	0.04124421438
797	0.04116478602
798	0.0411164093
799	0.04106349309
800	0.04101750692
801	0.04098008474
802	0.0409373188
803	0.04090522766
804	0.04081552505
805	0.04077618917
806	0.04073767344
807	0.04067385038
808	0.04063048999
809	0.04058309237
810	0.04054011027
811	0.04052383741
812	0.04045271873
813	0.04034805616
814	0.04030342738
815	0.04025244713
816	0.04023582776
817	0.04020184835
818	0.04015619278
819	0.04011544228
820	0.04007170995
821	0.0400070413
822	0.03993560791
823	0.03987707774
824	0.03985502561
825	0.03977195104
826	0.0397137324
827	0.03969355265
828	0.03962311427
829	0.03960352262
830	0.03956128438
831	0.03952436765
832	0.03944474538
833	0.03940210978
834	0.03935290972
835	0.03932793617
836	0.0392608134
837	0.03921672503
838	0.03914165815
839	0.03907090187
840	0.03900484403
841	0.03893774033
842	0.03887820562
843	0.03883522669
844	0.0387534523
845	0.03870775223
846	0.03866641998
847	0.03863064448
848	0.03859048208
849	0.03852638245
850	0.0384526825
851	0.03837984721
852	0.03831711769
853	0.03826540311
854	0.0382065932
855	0.03814722697
856	0.03810830434
857	0.03805059433
858	0.03799315135
859	0.03796001434
860	0.03792210897
861	0.03787853559
862	0.03784657796
863	0.03781672478
864	0.03773290634
865	0.0376911068
866	0.03764018695
867	0.0376068751
868	0.03755084991
869	0.03748503367
870	0.03744866053
871	0.03735664686
872	0.03730158488
873	0.03729383151
874	0.03724111557
875	0.0371848011
876	0.03714770317
877	0.03706554731
878	0.03703819275
879	0.03696979841
880	0.03692984263
881	0.03682804743
882	0.03677728335
883	0.03672807693
884	0.03664820989
885	0.03661739985
886	0.03658607165
887	0.03653437932
888	0.03647794724
889	0.03642621358
890	0.03636480967
891	0.03631841024
892	0.03625839869
893	0.0362095356
894	0.03614796003
895	0.0360667483
896	0.03604388873
897	0.03601027807
898	0.03596932729
899	0.03587792079
900	0.03580388069
901	0.0357263279
902	0.03570281347
903	0.0356702741
904	0.03561490377
905	0.03556372325
906	0.03553368568
907	0.03548357964
908	0.03545783997
909	0.03543010076
910	0.03538021088
911	0.03531981786
912	0.03524580638
913	0.03520741781
914	0.03515036265
915	0.03511216164
916	0.03503876368
917	0.03493959745
918	0.03486963908
919	0.034833196
920	0.03480020523
921	0.03474283536
922	0.03471078873
923	0.0346572876
924	0.03460714658
925	0.03458414078
926	0.03451521556
927	0.0344715627
928	0.0344052728
929	0.03439961751
930	0.03433685303
931	0.03430149714
932	0.03424666723
933	0.03419807434
934	0.03412756602
935	0.034068168
936	0.03404275894
937	0.03400282542
938	0.03396107356
939	0.03391668955
940	0.03385870934
941	0.0338157781
942	0.03377579689
943	0.03373215993
944	0.03369524002
945	0.03365992228
946	0.03360064189
947	0.03351985614
948	0.03345015844
949	0.0334009997
950	0.03335396449
951	0.03331679344
952	0.03324313164
953	0.03318259557
954	0.0331370608
955	0.03309148153
956	0.03303922971
957	0.03298594793
958	0.03294406255
959	0.03288105011
960	0.03284635544
961	0.03280731837
962	0.03278827031
963	0.03274907112
964	0.03271758715
965	0.032685016
966	0.03265067736
967	0.03259626071
968	0.03251203219
969	0.03248298645
970	0.03243023872
971	0.03239764531
972	0.03235006332
973	0.03232652982
974	0.03228766759
975	0.03224422455
976	0.03219816208
977	0.03213102023
978	0.03207616488
979	0.03204228083
980	0.03200404803
981	0.03190233231
982	0.0318642362
983	0.03182498932
984	0.0317707475
985	0.03174174945
986	0.03168399811
987	0.03164597193
988	0.03162210464
989	0.03157323837
990	0.03151678403
991	0.03150378545
992	0.03145774841
993	0.0314119339
994	0.03136933327
995	0.03132123947
996	0.03126557986
997	0.03122608821
998	0.03119811694
999	0.03115745544
